cordinates,name
"24.86491,36.04551 24.86549,36.04551 24.86575,36.045602 24.865887,36.045686 24.865826,36.045999",S Nia Ave
"24.865826,36.045999 24.866565,36.04572",S Achilleos St 4299 4201
"24.867065,36.04562 24.866565,36.04572",S Achilleos St 4200 4304
"24.867065,36.04562",S Tavla St 1101 1199
"24.867965,36.04562 24.867065,36.04562",S Achilleos St 4146 4198
"24.868565,36.04562 24.867965,36.04562",S Achilleos St 4100 4144
"24.868565,36.04562",S Oddisseos St 1101 1199
"24.869864,36.05112 24.869864,36.05152",N Mikonou St 700 798
"24.869916,36.05015 24.869864,36.05112",N Mikonou St 600 698
"24.871392,36.051079 24.869864,36.05112",N Eleftherias St 3900 3998
"24.871374,36.051901 24.870764,36.05192",N Els St 3900 3998
"24.869916,36.05015 24.869865,36.04922",S Mikonou St 601 699
"24.871339,36.049208 24.869865,36.04922",S Eleftherias St 3900 3998
"24.869865,36.04922 24.870065,36.04572",S Mikonou St 701 1099
"24.871392,36.051079 24.871374,36.051901",N Polvo St 700 798
"24.871409,36.05015 24.871392,36.051079",N Polvo St 600 698
"24.873765,36.05102 24.871392,36.051079",N Eleftherias St 3800 3898
"24.871409,36.05015 24.869916,36.05015",Egeou Ave 3900 3998
"24.871409,36.05015 24.871339,36.049208",S Polvo St 601 699
"24.873816,36.050138 24.871409,36.05015",Egeou Ave 3800 3898
"24.871339,36.049208 24.871365,36.04832",S Polvo St 701 799
"24.873765,36.04922 24.871339,36.049208",S Eleftherias St 3800 3898
"24.871365,36.04832 24.871363,36.047414",S Polvo St 801 899
"24.873765,36.04832 24.871365,36.04832",S Els St 3800 3898
"24.871363,36.047414 24.871365,36.04662",S Polvo St 901 999
"24.873765,36.04662 24.871365,36.04662",S Acera St 3800 3898
"24.871365,36.04662 24.871265,36.04572",S Polvo St 1001 1099
"24.873765,36.05192 24.871374,36.051901",N Els St 3800 3898
"24.873765,36.05102 24.873765,36.05192",N Estos St 700 798
"24.875165,36.05192 24.873765,36.05192",N Els St 3700 3798
"24.873816,36.050138 24.873765,36.05102",N Estos St 600 698
"24.875165,36.05102 24.873765,36.05102",N Eleftherias St 3700 3798
"24.873816,36.050138 24.873765,36.04922",S Estos St 601 699
"24.875365,36.05012 24.873816,36.050138",Egeou Ave 3700 3798
"24.875265,36.04922 24.873765,36.04922",S Eleftherias St 3700 3798
"24.873765,36.04922 24.873765,36.04832",S Estos St 701 799
"24.875165,36.05102 24.875165,36.05192",N Utmana St 700 798
"24.876565,36.05192 24.875165,36.05192",N Els St 3600 3698
"24.875365,36.05012 24.875165,36.05102",N Utmana St 600 698
"24.876565,36.05102 24.875165,36.05102",N Eleftherias St 3600 3698
"24.875365,36.05012 24.875265,36.04922",S Utmana St 601 699
"24.876665,36.05012 24.875365,36.05012",Egeou Ave 3600 3698
"24.875265,36.04922 24.875265,36.04832",S Utmana St 701 799
"24.876665,36.04912 24.875265,36.04922",S Eleftherias St 3600 3698
"24.873765,36.04832 24.873759,36.047439",S Estos St 801 899
"24.875265,36.04832 24.873765,36.04832",S Els St 3700 3798
"24.873759,36.047439 24.871363,36.047414",S Ermou St 3800 3898
"24.873759,36.047439 24.873765,36.04662",S Estos St 901 999
"24.875165,36.04742 24.873759,36.047439",S Ermou St 3700 3798
"24.875165,36.04662 24.873765,36.04662",S Acera St 3700 3798
"24.873765,36.04662 24.873765,36.04572",S Estos St 1001 1099
"24.875265,36.04832 24.875165,36.04742",S Utmana St 801 899
"24.876665,36.04832 24.875265,36.04832",S Els St 3600 3698
"24.875165,36.04742 24.875165,36.04662",S Utmana St 901 999
"24.875165,36.04662 24.875165,36.04572",S Utmana St 1001 1099
"24.876765,36.04662 24.875165,36.04662",S Acera St 3600 3698
"24.871265,36.04572 24.870065,36.04572",S Achilleos St 3900 3998
"24.871265,36.04572",S Polvo St 1101 1199
"24.873765,36.04572 24.871265,36.04572",S Achilleos St 3800 3898
"24.873765,36.04572",S Estos St 1101 1199
"24.875165,36.04572",S Utmana St 1101 1199
"24.876765,36.04572 24.875165,36.04572",S Achilleos St 3600 3698
"24.876565,36.05102 24.876565,36.05192",N Taxiarchon Ave 723 799
"24.878065,36.05192 24.876565,36.05192",N Els St 3500 3598
"24.876665,36.05012 24.876565,36.05102",N Taxiarchon Ave 600 698
"24.878065,36.05102 24.876565,36.05102",N Eleftherias St 3500 3598
"24.878065,36.05012 24.876665,36.05012",Egeou Ave 3500 3598
"24.876665,36.05012 24.876665,36.04912",S Taxiarchon Ave 601 699
"24.878065,36.05102 24.878065,36.05192",N Profitou Ilia Ave 700 798
"24.879565,36.05192 24.878065,36.05192",N Els St 3400 3498
"24.878065,36.05012 24.878065,36.05102",N Profitou Ilia Ave 600 698
"24.879565,36.05102 24.878065,36.05102",N Eleftherias St 3400 3498
"24.878065,36.05012 24.878065,36.04912",S Profitou Ilia Ave 601 699
"24.876665,36.04912 24.876665,36.04832",S Taxiarchon Ave 701 799
"24.878065,36.04912 24.876665,36.04912",S Eleftherias St 3500 3598
"24.876665,36.04832 24.876767,36.047439",S Taxiarchon Ave 801 899
"24.878165,36.04832 24.876665,36.04832",S Els St 3500 3598
"24.876767,36.047439 24.875165,36.04742",S Ermou St 3600 3698
"24.878065,36.04742 24.876767,36.047439",S Ermou St 3500 3598
"24.878165,36.04652 24.876765,36.04662",S Acera St 3500 3598
"24.876765,36.04662 24.876765,36.04572",S Taxiarchon Ave 1001 1099
"24.878065,36.04912 24.878165,36.04832",S Profitou Ilia Ave 701 799
"24.878165,36.04832 24.878065,36.04742",S Profitou Ilia Ave 801 899
"24.881065,36.047421 24.879565,36.047421",S Ermou St 3300 3398
"24.879565,36.046521 24.878165,36.04652",S Acera St 3400 3498
"24.878165,36.04652 24.878165,36.045721",S Profitou Ilia Ave 1001 1099
"24.879565,36.05102 24.879565,36.05192",N Utanfor St 700 798
"24.880965,36.051921 24.879565,36.05192",N Els St 3300 3398
"24.879565,36.05022 24.879565,36.05102",N Utanfor St 600 698
"24.881065,36.051021 24.879565,36.05102",N Eleftherias St 3300 3398
"24.879565,36.05022 24.878065,36.05012",Egeou Ave 3400 3498
"24.879565,36.05022 24.879565,36.049221",S Utanfor St 601 699
"24.881165,36.050121 24.879565,36.05022",Egeou Ave 3300 3398
"24.879565,36.049221 24.879565,36.049121",S Utanfor St 701 711
"24.881065,36.049121 24.879565,36.049221",S Eleftherias St 3300 3398
"24.881065,36.051021 24.880965,36.051921",N Mattadou St 700 798
"24.882465,36.051921 24.880965,36.051921",N Els St 3200 3298
"24.881165,36.050121 24.881065,36.051021",N Mattadou St 600 698
"24.882465,36.051021 24.881065,36.051021",N Eleftherias St 3200 3298
"24.881165,36.050121 24.881065,36.049121",S Mattadou St 601 699
"24.882482,36.050112 24.881165,36.050121",Egeou Ave 3200 3298
"24.879565,36.048321 24.879565,36.048021",S Utanfor St 801 899
"24.881165,36.048321 24.879565,36.048321",S Els St 3300 3424
"24.881065,36.046521 24.879565,36.046521",S Acera St 3300 3398
"24.879565,36.046521 24.879565,36.04572",S Utanfor St 1001 1105
"24.881065,36.049121 24.881165,36.048321",S Mattadou St 701 799
"24.882465,36.049121 24.881065,36.049121",S Eleftherias St 3200 3298
"24.881165,36.048321 24.881065,36.047421",S Mattadou St 801 899
"24.882465,36.048321 24.881165,36.048321",S Els St 3200 3298
"24.881065,36.047421 24.881065,36.046521",S Mattadou St 901 999
"24.882565,36.047421 24.881065,36.047421",S Ermou St 3200 3298
"24.881065,36.046521 24.881165,36.045721",S Mattadou St 1001 1099
"24.882565,36.046521 24.881065,36.046521",S Acera St 3200 3298
"24.876765,36.04572",S Taxiarchon Ave 1101 1199
"24.878165,36.045721 24.876765,36.04572",S Achilleos St 3500 3598
"24.878165,36.045721",S Profitou Ilia Ave 1101 1199
"24.882565,36.045721 24.881165,36.045721",S Achilleos St 3200 3298
"24.882465,36.051021 24.882465,36.051921",N Evzonon St 700 798
"24.883965,36.051921 24.882465,36.051921",N Els St 3100 3198
"24.882482,36.050112 24.882465,36.051021",N Evzonon St 600 698
"24.883965,36.051021 24.882465,36.051021",N Eleftherias St 3100 3198
"24.884065,36.050121 24.882482,36.050112",Egeou Ave 3100 3198
"24.883965,36.051021 24.883965,36.051921",N Gounaraki St 700 798
"24.885465,36.051921 24.883965,36.051921",N Els St 3000 3098
"24.884065,36.050121 24.883965,36.051021",N Gounaraki St 600 698
"24.885465,36.051021 24.883965,36.051021",N Eleftherias St 3000 3098
"24.885565,36.050121 24.884065,36.050121",Egeou Ave 3000 3098
"24.882465,36.049121 24.882965,36.048321",
"24.883965,36.049121 24.882465,36.049121",S Eleftherias St 3100 3198
"24.882465,36.048321 24.882565,36.047421",S Evzonon St 815 899
"24.882965,36.048321 24.883965,36.047421",
"24.882565,36.047421 24.882565,36.046521",S Evzonon St 901 999
"24.883965,36.046521 24.882565,36.046521",S Acera St 3100 3198
"24.882565,36.046521 24.882565,36.045721",S Evzonon St 1001 1099
"24.883965,36.049121 24.883965,36.048321",S Gounaraki St 701 799
"24.885465,36.049121 24.883965,36.049121",S Eleftherias St 3000 3098
"24.885465,36.048321 24.883965,36.048321",S Els St 3000 3098
"24.883965,36.047421 24.883965,36.046521",S Gounaraki St 901 999
"24.885465,36.047421 24.883965,36.047421",S Ermou St 3000 3098
"24.885465,36.046521 24.883965,36.046521",S Acera St 3000 3098
"24.883965,36.046521 24.884065,36.045721",S Gounaraki St 1001 1099
"24.885465,36.051021 24.885465,36.051921",N Lumen St 700 798
"24.886565,36.051821 24.885465,36.051921",N Els St 2900 2998
"24.886565,36.051021 24.885465,36.051021",N Eleftherias St 2900 2998
"24.885565,36.050121 24.885465,36.051021",N Lumen St 600 698
"24.886565,36.051821 24.886565,36.052021",N Pluma St 800 820
"24.887465,36.052021 24.886565,36.052021",N Els St 2804 2898
"24.886565,36.051021 24.886565,36.051821",N Pluma St 700 798
"24.886665,36.050221 24.886565,36.051021",N Pluma St 600 698
"24.885565,36.050121 24.885465,36.049121",S Lumen St 601 699
"24.886665,36.050221 24.885565,36.050121",Egeou Ave 2900 2998
"24.886665,36.050221 24.886565,36.049121",S Pluma St 601 699
"24.887765,36.052021 24.887465,36.052021",N Els St 2800 2802
"24.887765,36.050321 24.887765,36.052021",N Fewnol St 600 798
"24.888665,36.052021 24.887765,36.052021",N Els St 2700 2798
"24.887765,36.050321 24.886665,36.050221",Egeou Ave 2800 2898
"24.887765,36.050321 24.887665,36.049121",S Fewnol St 601 699
"24.888965,36.050321 24.887765,36.050321",Egeou Ave 2716 2798
"24.885465,36.049121 24.885465,36.048321",S Lumen St 701 799
"24.886565,36.049121 24.885465,36.049121",S Eleftherias St 2900 2998
"24.886665,36.048321 24.885465,36.048321",S Els St 2900 2998
"24.885465,36.048321 24.885465,36.047421",S Lumen St 801 899
"24.886565,36.049121 24.886665,36.048421",S Pluma St 707 799
"24.887665,36.049121 24.886565,36.049121",S Eleftherias St 2800 2898
"24.886665,36.048421 24.886665,36.048321",S Pluma St 801 865
"24.886665,36.048321 24.886565,36.047421",S Pluma St 867 931
"24.885465,36.047421 24.885465,36.046521",S Lumen St 901 999
"24.886565,36.047421 24.885465,36.047421",S Ermou St 2900 2998
"24.886665,36.046521 24.885465,36.046521",S Acera St 2900 2998
"24.885465,36.046521 24.885565,36.045721",S Lumen St 1001 1099
"24.886565,36.047421 24.886665,36.046721",S Pluma St 933 999
"24.886665,36.046721 24.886665,36.046521",S Pluma St 1001 1005
"24.887565,36.046721 24.886665,36.046721",S Acera St 2800 2898
"24.886665,36.046521 24.886665,36.046021",S Pluma St 1007 1099
"24.887565,36.046021 24.886665,36.046021",S Achilleos St 2800 2898
"24.886665,36.046021 24.886665,36.045621",S Pluma St
"24.887665,36.049121 24.887765,36.048521",S Fewnol St 701 799
"24.888865,36.049121 24.887665,36.049121",S Eleftherias St 2700 2798
"24.887765,36.048521 24.886665,36.048421",S Els St 2800 2898
"24.887765,36.048521 24.887565,36.046721",S Fewnol St 801 999
"24.888865,36.048521 24.887765,36.048521",S Els St 2700 2798
"24.887565,36.046721 24.887565,36.046021",S Fewnol St 1001 1099
"24.887565,36.046021 24.887565,36.045421",S Fewnol St 1101 1149
"24.888665,36.046021 24.887565,36.046021",S Achilleos St 2700 2798
"24.882565,36.045721",S Evzonon St 1101 1199
"24.884065,36.045721 24.882565,36.045721",S Achilleos St 3100 3198
"24.884065,36.045721",S Gounaraki St 1101 1199
"24.885565,36.045721 24.884065,36.045721",S Achilleos St 3000 3098
"24.885565,36.045721",S Lumen St 1101 1199
"24.886665,36.045621 24.885565,36.045721",S Achilleos St 2900 2998
"24.886665,36.045621 24.886665,36.045421",S Pluma St 1101 1149
"24.886665,36.045421",S Pluma St 1151 1199
"24.887565,36.045421 24.886665,36.045421",Makedonias St 2800 2898
"24.887565,36.045421",S Fewnol St 1151 1199
"24.888565,36.045421 24.887565,36.045421",Makedonias St 2700 2798
"24.891302,36.071289 24.890793,36.071372",Rist Way
"24.867265,36.047505 24.867265,36.04742",S Tavla St 801 1027
"24.889064,36.070121 24.888764,36.071121",N Palmant St 3100 3198
"24.888865,36.069221 24.889064,36.070121",N Palmant St 3000 3098
"24.890465,36.070121 24.889064,36.070121",N Averof St 2600 2698
"24.888865,36.069221 24.887364,36.069121",N Aveny St 2700 2798
"24.890365,36.069221 24.888865,36.069221",N Aveny St 2600 2698
"24.888765,36.068221 24.888865,36.069221",N Palmant St 2900 2998
"24.891165,36.070121 24.890365,36.070621 24.888764,36.071121",N Avionos St 2500 2698
"24.891165,36.070121 24.890465,36.070121",N Averof St 2400 2598
"24.890365,36.069221 24.890465,36.070121",N Voulgari St 3000 3098
"24.890365,36.069221 24.891461,36.069651",N Aveny St 2599 2401
"24.891461,36.069651 24.893565,36.069421",N Aveny St 2399 2319
"24.891537,36.068819 24.893565,36.068521",N Asiant St 2399 2315
"24.890865,36.066521 24.889765,36.066621",Pafin Rd 2 98
"24.890365,36.068221 24.890365,36.069221",N Voulgari St 2900 2998
"24.890365,36.068221 24.891537,36.068819",N Asiant St 2599 2401
"24.891165,36.064921 24.891006,36.065186",Iroon Rd 84 98
"24.893565,36.069421 24.893465,36.070421",N Gondol St 3000 3098
"24.893565,36.068521 24.893565,36.069421",N Gondol St 2900 2998
"24.893565,36.067721 24.893565,36.068521",N Gondol St 2800 2898
"24.895065,36.068521 24.893565,36.068521",N Asiant St 2200 2298
"24.891865,36.064921 24.891817,36.065449",Pamassou Rd 70 98
"24.893565,36.067721 24.891965,36.067321",N Artakis St 2300 2398
"24.893465,36.066621 24.893565,36.067721",N Gondol St 2700 2798
"24.895165,36.067621 24.893565,36.067721",N Artakis St 2200 2298
"24.893465,36.066621 24.891965,36.066421",N Arkadou St 2300 2398
"24.893465,36.065721 24.893465,36.066621",N Gondol St 2600 2698
"24.895065,36.066621 24.893465,36.066621",N Arkadou St 2200 2298
"24.893465,36.065721 24.892565,36.065521",N Arkadiou St 2300 2398
"24.893465,36.065221 24.893465,36.065721",N Gondol St 2500 2598
"24.893465,36.063121 24.893465,36.063621",N Gondol St 600 1056
"24.895165,36.064721 24.893465,36.065221",N Tackan Ave 2200 2298
"24.895065,36.070421 24.895165,36.070621",Niovis St 3100 3198
"24.895165,36.069521 24.895065,36.070421",Niovis St 3000 3098
"24.895165,36.069521 24.893565,36.069421",N Aveny St 2200 2298
"24.895065,36.068521 24.895165,36.069521",Niovis St 2900 2998
"24.896665,36.069521 24.895165,36.069521",N Aveny St 2100 2198
"24.896665,36.068521 24.895065,36.068521",N Asiant St 2100 2198
"24.895165,36.067621 24.895065,36.068521",Niovis St 2800 2898
"24.896665,36.068521 24.896665,36.069521",N Sirrakou St 2900 2998
"24.898065,36.069421 24.896665,36.069521",N Aveny St 2004 2098
"24.897465,36.068521 24.896665,36.068521",N Asiant St 1100 2098
"24.896665,36.067621 24.896665,36.068521",N Sirrakou St 2800 2898
"24.895065,36.066621 24.895165,36.067621",Niovis St 2700 2798
"24.896665,36.067621 24.895165,36.067621",N Artakis St 2100 2198
"24.895065,36.065721 24.895065,36.066621",Niovis St 2600 2698
"24.896765,36.066621 24.895065,36.066621",N Arkadou St 2100 2198
"24.896765,36.065721 24.895065,36.065721",N Arkadiou St 2100 2198
"24.895165,36.064721 24.895065,36.065721",Niovis St 2500 2598
"24.897565,36.067621 24.896665,36.067621",N Artakis St 1100 2098
"24.896765,36.066621 24.896665,36.067621",N Sirrakou St 2700 2798
"24.896765,36.065721 24.896765,36.066621",N Sirrakou St 2600 2698
"24.898965,36.066621 24.896765,36.066621",N Arkadou St 1100 2098
"24.899065,36.065721 24.896765,36.065721",N Arkadiou St 1100 2098
"24.896765,36.064221 24.896765,36.065721",N Sirrakou St 2504 2598
"24.901501,36.068499 24.898205,36.069383",Sannan Pky 2000 2098
"24.901595,36.065101 24.900965,36.065821",N Pefkon Dr 900 1006
"24.899565,36.066721 24.899065,36.067721",Kasnesi Rd 2700 2898
"24.898965,36.066621 24.899065,36.065721",N Achilleos St 300 398
"24.899565,36.066721 24.898965,36.066621",N Pefkon Dr 1016 1098
"24.900965,36.065821 24.899565,36.066721",N Pefkon Dr 1008 1014
"24.900965,36.065821 24.901165,36.066521",N Kritis Rd 2700 2898
"24.889365,36.064121 24.889765,36.065121 24.889765,36.066621",Vatopediou Rd 100 198
"24.890565,36.064121 24.889365,36.064121",N Fura Rd 22 98
"24.890065,36.063121 24.889365,36.064121",Vatopediou Rd 2 98
"24.888765,36.062121 24.888665,36.062621",N Palmant St 2100 2198
"24.889865,36.062121 24.888765,36.062121",N Androutsou St 2600 2698
"24.888665,36.061121 24.888765,36.062121",N Palmant St 1900 2098
"24.891065,36.062121 24.889865,36.062121",N Androutsou St 2500 2598
"24.889765,36.061021 24.889865,36.062121",N Jav St 1900 2098
"24.890565,36.064121 24.890565,36.064921",N Stril Rd 26 98
"24.891365,36.064121 24.890565,36.064121",N Fura Rd 2 20
"24.890465,36.063121 24.890565,36.064121",N Stril Rd 2 24
"24.891365,36.064121 24.891165,36.064921",Iroon Rd 26 82
"24.891865,36.064921 24.891165,36.064921",
"24.891465,36.063221 24.891365,36.063721 24.891365,36.064121",Iroon Rd 2 24
"24.889865,36.062121 24.890065,36.063121",N Jav St 2100 2298
"24.891065,36.063121 24.890465,36.063121",N Zefirou Ave 2500 2512
"24.891065,36.062121 24.891065,36.063121",N Prevezis St 2100 2298
"24.891465,36.063221 24.891065,36.063121",N Zefirou Ave 2464 2498
"24.891765,36.063121 24.891465,36.063221",N Zefirou Ave 2432 2462
"24.890966,36.061044 24.891065,36.062121",N Prevezis St 1900 2098
"24.888665,36.059721 24.888665,36.061121",N Palmant St 1700 1898
"24.889765,36.059821 24.889765,36.061021",N Jav St 1700 1898
"24.888565,36.058521 24.888665,36.059721",N Palmant St 1500 1698
"24.889765,36.059821 24.888665,36.059721",N Alfiou St 2600 2698
"24.890972,36.05976 24.889765,36.059821",N Alfiou St 2500 2598
"24.889765,36.058521 24.889765,36.059821",N Jav St 1500 1698
"24.890966,36.061044 24.889765,36.061021",N Amfitris St 2500 2598
"24.890972,36.05976 24.890966,36.061044",N Prevezis St 1700 1898
"24.892165,36.061021 24.890966,36.061044",N Amfitris St 2400 2498
"24.890969,36.05851 24.890972,36.05976",N Prevezis St 1500 1698
"24.891765,36.063121 24.891865,36.064921",Pamassou Rd 2 68
"24.892265,36.063421 24.891765,36.063121",N Zefirou Ave 2400 2430
"24.892265,36.062221 24.892265,36.063421",N Souliou St 2100 2298
"24.893465,36.063121 24.892265,36.063421",N Zefirou Ave 1312 2398
"24.892265,36.062221 24.891065,36.062121",N Androutsou St 2400 2498
"24.892165,36.061421 24.892265,36.062221",N Souliou St 1910 2098
"24.893465,36.061721 24.892265,36.062221",N Livaniou St 1300 1398
"24.893865,36.062821 24.893465,36.063121",N Zefirou Ave 1300 1310
"24.893865,36.062821 24.893465,36.061721",N Agiasou St 800 898
